time,longitude,latitude,t,q,u,v,z,p
2008-05-30,-99.0,39.5,300.53952,0.013661198,3.5371618,7.6171627,5516.678,94030.87
2008-05-30,-99.0,39.5,300.73758,0.013452568,4.3796797,10.084167,5732.926,93797.6
2008-05-30,-99.0,39.5,300.78305,0.013317638,4.8343296,11.607274,5969.706,93543.05
2008-05-30,-99.0,39.5,300.7302,0.01321664,5.1587524,12.799874,6227.942,93266.766
2008-05-30,-99.0,39.5,300.61545,0.013129078,5.418829,13.821607,6508.569,92966.0
2008-05-30,-99.0,39.5,300.43375,0.0130497115,5.625622,14.760502,6814.667,92639.29
2008-05-30,-99.0,39.5,300.2409,0.012973721,5.8076563,15.638091,7148.126,92284.07
2008-05-30,-99.0,39.5,300.00473,0.012899565,5.9669094,16.481403,7512.3984,91897.8
2008-05-30,-99.0,39.5,299.72873,0.012825026,6.110881,17.293652,7909.218,91479.03
2008-05-30,-99.0,39.5,299.41156,0.012748899,6.2573843,18.093918,8341.484,91024.14
2008-05-30,-99.0,39.5,299.05643,0.012667747,6.408759,18.875774,8811.209,90530.66
2008-05-30,-99.0,39.5,298.65955,0.012582455,6.58078,19.65364,9323.617,89995.89
2008-05-30,-99.0,39.5,298.2432,0.01249072,6.778311,20.43016,9880.17,89418.25
2008-05-30,-99.0,39.5,297.76706,0.01240113,6.995838,21.213594,10484.568,88793.03
2008-05-30,-99.0,39.5,297.24936,0.012274373,7.290985,22.039145,11141.712,88118.04
2008-05-30,-99.0,39.5,296.79077,0.012099986,7.5714855,22.790964,11853.639,87390.65
2008-05-30,-99.0,39.5,296.3238,0.011919618,7.9617357,23.497198,12624.594,86607.6
2008-05-30,-99.0,39.5,295.54953,0.011780514,8.4219675,24.199814,13459.826,85766.8
2008-05-30,-99.0,39.5,294.8773,0.01161139,8.941125,24.794434,14362.01,84865.08
2008-05-30,-99.0,39.5,294.06168,0.011435212,9.51124,25.271156,15335.328,83899.92
2008-05-30,-99.0,39.5,293.17096,0.011249872,10.152694,25.662022,16384.469,82869.42
2008-05-30,-99.0,39.5,292.25546,0.01105972,10.896365,25.953804,17512.324,81771.766
2008-05-30,-99.0,39.5,291.32303,0.010881254,11.704987,26.07257,18724.195,80605.375
2008-05-30,-99.0,39.5,290.53336,0.010650686,12.602317,25.979692,20023.13,79369.36
2008-05-30,-99.0,39.5,289.45425,0.010457316,13.317226,25.869091,21413.441,78063.086
2008-05-30,-99.0,39.5,288.38452,0.010259853,14.308972,25.448895,22897.596,76687.24
2008-05-30,-99.0,39.5,287.22443,0.010097752,15.165473,25.019852,24478.69,75242.37
2008-05-30,-99.0,39.5,286.01462,0.009896992,15.926212,24.54644,26159.271,73730.34
2008-05-30,-99.0,39.5,284.72086,0.009597172,16.70989,23.929941,27939.902,72154.03
2008-05-30,-99.0,39.5,283.38644,0.009024919,17.410877,23.597271,29822.254,70517.17
2008-05-30,-99.0,39.5,281.74997,0.0084756985,17.833635,23.299511,31805.236,68823.02
2008-05-30,-99.0,39.5,281.42844,0.007813186,18.111553,22.77397,33892.15,67077.81
2008-05-30,-99.0,39.5,278.7543,0.00687601,18.29375,22.075882,36077.33,65286.746
2008-05-30,-99.0,39.5,277.1963,0.0062270053,18.571669,21.458075,38354.133,63457.49
2008-05-30,-99.0,39.5,275.41675,0.0057270466,19.012999,20.95328,40722.598,61597.65
2008-05-30,-99.0,39.5,274.0565,0.00534388,19.624573,20.5884,43179.02,59715.25
2008-05-30,-99.0,39.5,272.53204,0.00477712,20.475937,20.121372,45718.566,57818.652
2008-05-30,-99.0,39.5,270.87305,0.0041975514,21.551628,19.471388,48333.91,55917.266
2008-05-30,-99.0,39.5,269.11957,0.0036717113,22.696003,18.88392,51015.97,54020.2
2008-05-30,-99.0,39.5,267.02985,0.003298966,23.836226,18.252867,53753.156,52136.223
2008-05-30,-99.0,39.5,264.9733,0.0029474108,24.878904,17.537123,56534.746,50274.883
2008-05-30,-99.0,39.5,262.81854,0.0026348184,25.792215,16.81165,59346.16,48446.36
2008-05-30,-99.0,39.5,260.58365,0.0023575383,26.527073,16.156036,62170.06,46661.84
2008-05-30,-99.0,39.5,258.274,0.0021107672,27.156359,15.506813,64995.375,44927.043
2008-05-30,-99.0,39.5,256.00482,0.0019172207,27.697903,14.8784485,67818.7,43243.375
2008-05-30,-99.0,39.5,253.78214,0.0017126503,28.137682,14.273293,70639.61,41609.61
2008-05-30,-99.0,39.5,251.74187,0.0016021985,28.522335,13.642342,73460.33,40024.746
2008-05-30,-99.0,39.5,249.96027,0.0013414001,28.834177,13.052338,76283.05,38487.594
2008-05-30,-99.0,39.5,247.97427,0.001163955,29.414246,12.210232,79107.85,36997.21
2008-05-30,-99.0,39.5,246.23668,0.0009966575,29.869392,11.439499,81935.336,35552.406
2008-05-30,-99.0,39.5,244.4718,0.00083992403,30.384918,10.693214,84766.875,34152.312
2008-05-30,-99.0,39.5,242.59482,0.0007163194,30.794094,10.095753,87601.8,32795.75
2008-05-30,-99.0,39.5,240.782,0.00060903805,31.280088,9.515018,90439.97,31481.656
2008-05-30,-99.0,39.5,238.90501,0.00051532756,31.64941,9.133633,93281.72,30209.27
2008-05-30,-99.0,39.5,237.02129,0.00043306523,31.819859,9.079746,96126.586,28977.334
2008-05-30,-99.0,39.5,235.03595,0.00036180625,31.583986,9.621433,98974.31,27785.012
