time,longitude,latitude,t,q,u,v,z,p
2010-06-11 01:00:00,-103.5,39.75,293.23895,0.0137027735,-1.9219885,-2.7527027,14841.643,83891.266
2010-06-11 01:00:00,-103.5,39.75,292.99158,0.013622813,-2.2363358,-3.2976894,15051.903,83683.31
2010-06-11 01:00:00,-103.5,39.75,292.75223,0.01358288,-2.3770218,-3.533493,15280.837,83457.11
2010-06-11 01:00:00,-103.5,39.75,292.5056,0.013551297,-2.4556541,-3.6946945,15528.322,83214.23
2010-06-11 01:00:00,-103.5,39.75,292.24658,0.013522625,-2.4998379,-3.8351746,15796.475,82950.92
2010-06-11 01:00:00,-103.5,39.75,291.9921,0.013448624,-2.5301037,-3.9520874,16086.6,82666.734
2010-06-11 01:00:00,-103.5,39.75,291.7787,0.013272405,-2.5359974,-4.0263405,16401.248,82360.1
2010-06-11 01:00:00,-103.5,39.75,291.66913,0.0131548885,-2.600788,-3.925188,16742.775,82027.48
2010-06-11 01:00:00,-103.5,39.75,291.9294,0.013103365,-2.730545,-3.6692429,17113.705,81667.445
2010-06-11 01:00:00,-103.5,39.75,292.78116,0.012949162,-2.7958355,-3.3205395,17517.734,81278.36
2010-06-11 01:00:00,-103.5,39.75,293.75937,0.0128580835,-2.7796307,-2.8894577,17957.762,80857.76
2010-06-11 01:00:00,-103.5,39.75,294.1565,0.0127776405,-2.7695026,-2.4279156,18437.979,80402.95
2010-06-11 01:00:00,-103.5,39.75,294.0958,0.012750787,-2.7947521,-2.0778618,18958.94,79911.375
2010-06-11 01:00:00,-103.5,39.75,293.6529,0.012739623,-2.7480202,-1.6495209,19524.28,79382.33
2010-06-11 01:00:00,-103.5,39.75,293.19135,0.012711859,-2.6934414,-1.1779137,20137.723,78811.09
2010-06-11 01:00:00,-103.5,39.75,292.76154,0.01266922,-2.6473618,-0.53777885,20801.135,78196.08
2010-06-11 01:00:00,-103.5,39.75,292.40073,0.012601406,-2.640667,0.25655556,21519.256,77535.516
2010-06-11 01:00:00,-103.5,39.75,291.99594,0.012500749,-2.621149,1.0578537,22295.947,76826.31
2010-06-11 01:00:00,-103.5,39.75,291.52975,0.012362758,-2.5547066,1.9111385,23134.812,76066.33
2010-06-11 01:00:00,-103.5,39.75,291.0136,0.012181414,-2.3932667,2.8680553,24039.453,75254.04
2010-06-11 01:00:00,-103.5,39.75,290.42007,0.011959306,-2.139845,3.9681015,25013.97,74386.52
2010-06-11 01:00:00,-103.5,39.75,289.73825,0.011716217,-1.7584839,5.2165966,26061.602,73463.0
