time,longitude,latitude,t,q,u,v,z,p
2013-11-17 16:00:00,-89.25,39.25,292.70062,0.013089539,-0.40999413,6.3276834,1963.4517,97424.16
2013-11-17 16:00:00,-89.25,39.25,292.43555,0.013049039,-0.4748516,8.90853,2173.9355,97182.195
2013-11-17 16:00:00,-89.25,39.25,292.17804,0.0130274715,-0.42485523,10.516027,2403.3723,96919.12
2013-11-17 16:00:00,-89.25,39.25,291.90912,0.013010934,-0.31291866,11.886061,2654.6296,96631.53
2013-11-17 16:00:00,-89.25,39.25,291.65634,0.012992214,-0.08062458,13.510064,2929.5957,96317.71
2013-11-17 16:00:00,-89.25,39.25,291.38702,0.012966071,0.4072714,15.704365,3228.3896,95976.195
2013-11-17 16:00:00,-89.25,39.25,291.1267,0.012908672,1.0950136,17.959265,3555.3003,95605.45
2013-11-17 16:00:00,-89.25,39.25,290.872,0.012871835,1.6522799,19.360922,3911.7373,95200.94
2013-11-17 16:00:00,-89.25,39.25,290.5728,0.012833869,2.3070555,20.628975,4300.247,94762.234
2013-11-17 16:00:00,-89.25,39.25,290.17603,0.0128442,3.0334501,21.661816,4724.5376,94284.734
2013-11-17 16:00:00,-89.25,39.25,289.84485,0.012838772,3.9438295,22.545635,5186.4946,93767.984
2013-11-17 16:00:00,-89.25,39.25,289.649,0.012796195,5.109729,23.400866,5689.3975,93206.305
2013-11-17 16:00:00,-89.25,39.25,289.4392,0.012759297,6.438036,24.10986,6236.926,92599.16
2013-11-17 16:00:00,-89.25,39.25,289.21817,0.0127090365,7.825038,24.645721,6833.2007,91941.84
2013-11-17 16:00:00,-89.25,39.25,288.98962,0.012641553,9.196036,24.833525,7480.8804,91232.69
2013-11-17 16:00:00,-89.25,39.25,288.72784,0.012530829,10.929768,25.238447,8184.7993,90467.59
2013-11-17 16:00:00,-89.25,39.25,288.36295,0.012367557,12.724068,25.458164,8947.828,89643.82
2013-11-17 16:00:00,-89.25,39.25,288.12283,0.012085402,13.99638,25.00491,9775.166,88758.8
2013-11-17 16:00:00,-89.25,39.25,287.66443,0.0117664365,15.123972,24.118702,10670.416,87809.375
2013-11-17 16:00:00,-89.25,39.25,287.52487,0.01117531,16.919048,23.580479,11638.24,86793.08
2013-11-17 16:00:00,-89.25,39.25,287.247,0.010423683,18.54025,22.715118,12682.9375,85707.98
2013-11-17 16:00:00,-89.25,39.25,286.83307,0.009662762,19.806023,21.51112,13808.578,84551.8
2013-11-17 16:00:00,-89.25,39.25,286.05603,0.008909825,20.631351,20.224186,15018.896,83323.45
2013-11-17 16:00:00,-89.25,39.25,285.29645,0.008061849,21.395044,18.738937,16317.532,82021.55
2013-11-17 16:00:00,-89.25,39.25,284.55548,0.006992844,22.20885,17.220522,17706.91,80645.95
2013-11-17 16:00:00,-89.25,39.25,283.65466,0.0059240647,22.863869,15.948156,19191.914,79196.86
2013-11-17 16:00:00,-89.25,39.25,282.81088,0.004565179,23.562243,14.968658,20773.938,77675.266
2013-11-17 16:00:00,-89.25,39.25,281.46286,0.0036411323,24.484943,14.3981285,22455.215,76083.55
2013-11-17 16:00:00,-89.25,39.25,279.78812,0.0033436397,25.040874,14.585468,24235.654,74424.516
2013-11-17 16:00:00,-89.25,39.25,277.94763,0.0033197522,25.171352,14.920074,26114.797,72700.87
2013-11-17 16:00:00,-89.25,39.25,276.07697,0.0032054223,25.53518,15.465406,28092.66,70918.33
2013-11-17 16:00:00,-89.25,39.25,274.32452,0.00286528,26.287512,16.435453,30168.51,69082.55
2013-11-17 16:00:00,-89.25,39.25,272.78534,0.0022553771,27.260859,17.95891,32342.21,67199.67
2013-11-17 16:00:00,-89.25,39.25,271.38293,0.0018056696,27.93238,20.207897,34612.305,65276.8
2013-11-17 16:00:00,-89.25,39.25,270.19913,0.0016783592,27.504086,22.6928,36978.074,63322.457
2013-11-17 16:00:00,-89.25,39.25,269.08057,0.001698356,26.479097,24.586569,39435.816,61345.582
2013-11-17 16:00:00,-89.25,39.25,268.04797,0.0013889907,26.275642,25.572168,41981.5,59354.953
2013-11-17 16:00:00,-89.25,39.25,267.1277,0.0007539257,27.417606,25.9492,44608.926,57360.402
2013-11-17 16:00:00,-89.25,39.25,265.4652,0.00037206436,28.912086,26.034817,47307.746,55371.445
2013-11-17 16:00:00,-89.25,39.25,263.53406,0.00022543476,30.054897,26.186855,50064.195,53397.777
2013-11-17 16:00:00,-89.25,39.25,261.5193,0.00021395601,30.90276,26.056194,52866.84,51448.867
2013-11-17 16:00:00,-89.25,39.25,259.1364,0.00031856308,32.039375,25.397522,55698.582,49536.062
2013-11-17 16:00:00,-89.25,39.25,256.53253,0.0004783969,33.270668,24.616741,58540.477,47670.72
2013-11-17 16:00:00,-89.25,39.25,254.04088,0.0005309086,33.78649,24.17007,61381.03,45859.016
2013-11-17 16:00:00,-89.25,39.25,251.69487,0.00042716277,33.80595,24.403858,64217.21,44101.86
2013-11-17 16:00:00,-89.25,39.25,249.28322,0.0002987485,34.665997,24.695282,67050.23,42398.777
2013-11-17 16:00:00,-89.25,39.25,246.82616,0.0002291583,36.879753,24.812283,69878.375,40748.035
2013-11-17 16:00:00,-89.25,39.25,244.506,0.00018225385,39.68232,25.226635,72702.78,39148.703
2013-11-17 16:00:00,-89.25,39.25,242.39662,0.00013234513,42.217976,26.083515,75524.88,37599.477
2013-11-17 16:00:00,-89.25,39.25,240.60368,8.050068e-05,44.075924,27.143963,78347.43,36099.43
2013-11-17 16:00:00,-89.25,39.25,239.1946,4.10151e-05,45.680946,27.432888,81175.13,34647.32
2013-11-17 16:00:00,-89.25,39.25,238.14598,3.2160344e-05,47.208385,26.714397,84012.09,33242.125
2013-11-17 16:00:00,-89.25,39.25,237.18182,4.12179e-05,48.8136,25.565773,86860.805,31882.533
2013-11-17 16:00:00,-89.25,39.25,236.02368,5.590145e-05,50.682293,24.526115,89722.0,30567.61
2013-11-17 16:00:00,-89.25,39.25,234.48996,6.241919e-05,51.496693,23.593575,92591.04,29296.238
2013-11-17 16:00:00,-89.25,39.25,232.45789,5.1058567e-05,50.399223,22.779926,95462.8,28067.408
2013-11-17 16:00:00,-89.25,39.25,231.29652,2.0146646e-05,51.931587,22.54224,98340.49,26879.945
2013-11-17 16:00:00,-89.25,39.25,229.52612,1.8941164e-05,51.875664,22.079586,101225.13,25732.97
2013-11-17 16:00:00,-89.25,39.25,227.4616,1.946632e-05,51.703217,21.185822,104111.1,24625.334
2013-11-17 16:00:00,-89.25,39.25,225.3433,1.8763689e-05,51.944515,20.083172,106996.234,23556.082
2013-11-17 16:00:00,-89.25,39.25,223.21011,1.76178e-05,52.742542,19.119778,109880.22,22524.229
2013-11-17 16:00:00,-89.25,39.25,221.38553,1.5735335e-05,53.860558,17.434322,112764.695,21528.805
2013-11-17 16:00:00,-89.25,39.25,219.95995,1.3483275e-05,54.05451,14.474697,115654.3,20568.846
2013-11-17 16:00:00,-89.25,39.25,218.76106,1.15074245e-05,52.48461,11.420856,118553.22,19643.457
2013-11-17 16:00:00,-89.25,39.25,217.68462,9.953064e-06,49.221176,9.546757,121463.71,18751.7
2013-11-17 16:00:00,-89.25,39.25,216.58528,8.687128e-06,45.138355,9.687496,124386.8,17892.668
2013-11-17 16:00:00,-89.25,39.25,214.87247,8.07095e-06,41.722637,11.960262,127317.97,17065.525
2013-11-17 16:00:00,-89.25,39.25,213.11412,7.593493e-06,41.631657,15.594784,130252.945,16269.398
2013-11-17 16:00:00,-89.25,39.25,213.33751,5.293622e-06,44.22862,17.441795,133204.56,15503.455
2013-11-17 16:00:00,-89.25,39.25,213.79317,3.2844273e-06,42.91748,17.88501,136188.72,14766.908
2013-11-17 16:00:00,-89.25,39.25,212.37984,2.984385e-06,41.50538,18.557854,139194.03,14058.94
2013-11-17 16:00:00,-89.25,39.25,210.67915,3.0692709e-06,42.093895,17.197369,142205.33,13378.776
2013-11-17 16:00:00,-89.25,39.25,209.63931,3.0913748e-06,42.240055,13.461689,145224.81,12725.694
2013-11-17 16:00:00,-89.25,39.25,208.89265,3.064583e-06,40.803116,9.429411,148258.98,12098.926
2013-11-17 16:00:00,-89.25,39.25,208.5652,3.0497122e-06,38.87607,6.489561,151312.92,11497.731
2013-11-17 16:00:00,-89.25,39.25,209.35692,2.9925063e-06,37.04152,4.163702,154397.55,10921.425
2013-11-17 16:00:00,-89.25,39.25,210.6957,2.8905438e-06,33.12739,2.0249844,157525.48,10369.293
2013-11-17 16:00:00,-89.25,39.25,211.14693,2.8316667e-06,27.539402,1.425211,160693.97,9840.615
2013-11-17 16:00:00,-89.25,39.25,210.60701,2.819069e-06,22.942692,2.409853,163889.33,9334.685
2013-11-17 16:00:00,-89.25,39.25,209.98833,2.8175089e-06,20.591152,3.001934,167102.75,8850.795
2013-11-17 16:00:00,-89.25,39.25,209.86035,2.8167133e-06,19.545906,1.4011049,170339.14,8388.001
2013-11-17 16:00:00,-89.25,39.25,210.25803,2.8178965e-06,18.901852,-1.7495251,173611.98,7944.9004
2013-11-17 16:00:00,-89.25,39.25,210.54529,2.8218858e-06,17.70496,-4.0701666,176932.08,7519.972
2013-11-17 16:00:00,-89.25,39.25,210.15471,2.8191548e-06,15.056755,-3.7560139,180301.55,7111.8716
